dataset	genomeID	ST	country	continent
KlebAMRnet	SAMN12768875	ST147	Australia	Oceania
KlebAMRnet	SAMN12768876	ST15	Australia	Oceania
KlebAMRnet	SAMN12768877	ST17	Australia	Oceania
KlebAMRnet	SAMN12768878	ST719	Australia	Oceania
KlebAMRnet	SAMN12768879	ST1658	Australia	Oceania
KlebAMRnet	SAMN12768880	ST29	Australia	Oceania
KlebAMRnet	SAMN12768881	ST1	Australia	Oceania
KlebAMRnet	SAMN12768882	ST34	Australia	Oceania
KlebAMRnet	SAMN12768883	ST280	Australia	Oceania
KlebAMRnet	SAMN12768884	ST17	Australia	Oceania
KlebAMRnet	SAMN12768885	ST661	Australia	Oceania
KlebAMRnet	SAMN12768886	ST307	Australia	Oceania
KlebAMRnet	SAMN12768887	ST307	Australia	Oceania
KlebAMRnet	SAMN12768888	ST22	Australia	Oceania
KlebAMRnet	SAMN12768889	ST1661	Australia	Oceania
KlebAMRnet	SAMN12768890	ST534	Australia	Oceania
KlebAMRnet	SAMN12774008	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774009	ST292	United Kingdom	Europe
KlebAMRnet	SAMN12774010	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774011	ST5788-1LV	United Kingdom	Europe
KlebAMRnet	SAMN12774012	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774013	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774014	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774015	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774016	ST556	United Kingdom	Europe
KlebAMRnet	SAMN12774017	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774018	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774019	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774020	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774021	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774022	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774023	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774024	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774026	ST1665	United Kingdom	Europe
KlebAMRnet	SAMN12774027	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774028	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774029	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774030	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774031	ST5788	United Kingdom	Europe
KlebAMRnet	SAMN12774032	ST15	United Kingdom	Europe
KlebAMRnet	SAMN12774034	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774035	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774036	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774037	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774038	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774039	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774040	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774041	ST943	United Kingdom	Europe
KlebAMRnet	SAMN12774042	ST556	United Kingdom	Europe
KlebAMRnet	SAMN12774043	ST307	United Kingdom	Europe
KlebAMRnet	SAMN12774044	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774045	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774048	ST626	United Kingdom	Europe
KlebAMRnet	SAMN12774049	ST14	United Kingdom	Europe
KlebAMRnet	SAMN12774050	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774051	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774052	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774053	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774055	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774056	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774057	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774059	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774061	ST14	United Kingdom	Europe
KlebAMRnet	SAMN12774062	ST512	United Kingdom	Europe
KlebAMRnet	SAMN12774063	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774064	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774065	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774066	ST253	United Kingdom	Europe
KlebAMRnet	SAMN12774067	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774068	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774069	ST5788	United Kingdom	Europe
KlebAMRnet	SAMN12774070	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774071	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774072	ST27	United Kingdom	Europe
KlebAMRnet	SAMN12774074	ST317	United Kingdom	Europe
KlebAMRnet	SAMN12774075	ST1438	United Kingdom	Europe
KlebAMRnet	SAMN12774076	ST661	United Kingdom	Europe
KlebAMRnet	SAMN12774077	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774078	ST258	Ireland	Europe
KlebAMRnet	SAMN12774079	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774080	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774081	ST2211	United Kingdom	Europe
KlebAMRnet	SAMN12774083	ST5379	United Kingdom	Europe
KlebAMRnet	SAMN12774084	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774085	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774086	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774087	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774088	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774089	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774091	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774094	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774095	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774097	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774098	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774100	ST661	United Kingdom	Europe
KlebAMRnet	SAMN12774101	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774102	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774103	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774104	ST307	United Kingdom	Europe
KlebAMRnet	SAMN12774106	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774108	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774110	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774111	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774112	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774113	ST36	United Kingdom	Europe
KlebAMRnet	SAMN12774114	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774116	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774119	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774120	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774121	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774122	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774123	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774124	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774125	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774126	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774127	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774128	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774129	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774130	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774132	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774134	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774135	ST253	United Kingdom	Europe
KlebAMRnet	SAMN12774136	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774137	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774138	ST5379	United Kingdom	Europe
KlebAMRnet	SAMN12774140	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774141	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774143	ST15	United Kingdom	Europe
KlebAMRnet	SAMN12774144	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774145	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774146	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774147	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774148	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774149	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774150	ST1303	United Kingdom	Europe
KlebAMRnet	SAMN12774151	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774152	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774153	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774154	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774155	ST1074	United Kingdom	Europe
KlebAMRnet	SAMN12774156	ST661	United Kingdom	Europe
KlebAMRnet	SAMN12774157	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774158	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774159	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774160	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774163	ST5788	United Kingdom	Europe
KlebAMRnet	SAMN12774165	ST27	United Kingdom	Europe
KlebAMRnet	SAMN12774168	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774169	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774170	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774171	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774172	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774174	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774175	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774176	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774177	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774178	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774179	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774180	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774181	ST1838	United Kingdom	Europe
KlebAMRnet	SAMN12774182	ST14	United Kingdom	Europe
KlebAMRnet	SAMN12774183	ST240	United Kingdom	Europe
KlebAMRnet	SAMN12774184	ST307	United Kingdom	Europe
KlebAMRnet	SAMN12774185	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774186	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774187	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774188	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774189	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774190	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774191	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774192	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774193	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774194	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774195	ST1303-1LV	United Kingdom	Europe
KlebAMRnet	SAMN12774198	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774199	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774201	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774202	ST253	United Kingdom	Europe
KlebAMRnet	SAMN12774203	ST253	United Kingdom	Europe
KlebAMRnet	SAMN12774204	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774205	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774207	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774208	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774209	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774210	ST186	United Kingdom	Europe
KlebAMRnet	SAMN12774211	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774212	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774213	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774214	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774215	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774216	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774217	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774218	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774219	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774220	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774221	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774222	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774223	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774225	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774226	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774227	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774228	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774229	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774230	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774231	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774232	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774234	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774235	ST943	United Kingdom	Europe
KlebAMRnet	SAMN12774236	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774237	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774238	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774240	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774241	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774242	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774243	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774245	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774246	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774247	ST6959	United Kingdom	Europe
KlebAMRnet	SAMN12774248	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774249	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774250	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774251	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774252	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774254	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774255	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774256	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774257	ST147	United Kingdom	Europe
KlebAMRnet	SAMN12774258	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774260	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774262	ST42	United Kingdom	Europe
KlebAMRnet	SAMN12774263	ST478	United Kingdom	Europe
KlebAMRnet	SAMN12774264	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774265	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774266	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774269	ST317	United Kingdom	Europe
KlebAMRnet	SAMN12774271	ST512	United Kingdom	Europe
KlebAMRnet	SAMN12774272	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774273	ST1303-1LV	United Kingdom	Europe
KlebAMRnet	SAMN12774274	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774276	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774277	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774278	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774279	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774280	ST534	United Kingdom	Europe
KlebAMRnet	SAMN12774281	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774282	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774283	ST15	United Kingdom	Europe
KlebAMRnet	SAMN12774284	ST1380	United Kingdom	Europe
KlebAMRnet	SAMN12774285	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774286	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774287	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774288	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774289	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774290	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774291	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774294	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774295	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774296	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774297	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774298	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774299	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774301	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774302	ST1824	United Kingdom	Europe
KlebAMRnet	SAMN12774303	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774306	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774308	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774309	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774310	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774311	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774312	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774313	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774314	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774315	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774316	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774318	ST253	United Kingdom	Europe
KlebAMRnet	SAMN12774319	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774320	ST556	United Kingdom	Europe
KlebAMRnet	SAMN12774321	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774322	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774325	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774326	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774327	ST147	United Kingdom	Europe
KlebAMRnet	SAMN12774328	ST14	United Kingdom	Europe
KlebAMRnet	SAMN12774330	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774331	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774332	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774333	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774334	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774335	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774336	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774337	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774338	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774339	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774340	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774341	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774342	ST478	United Kingdom	Europe
KlebAMRnet	SAMN12774343	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774345	ST307	United Kingdom	Europe
KlebAMRnet	SAMN12774347	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774349	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774350	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774351	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774352	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774353	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774354	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774355	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774356	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774357	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774358	ST240-1LV	United Kingdom	Europe
KlebAMRnet	SAMN12774359	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774360	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774361	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774362	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774363	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774364	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774365	ST661	United Kingdom	Europe
KlebAMRnet	SAMN12774366	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774367	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774368	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774369	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774370	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774371	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774373	ST317	United Kingdom	Europe
KlebAMRnet	SAMN12774374	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774375	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774376	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774378	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774380	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774381	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774383	ST1429	United Kingdom	Europe
KlebAMRnet	SAMN12774384	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774385	ST943	United Kingdom	Europe
KlebAMRnet	SAMN12774386	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774387	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774388	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774389	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774390	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774391	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774392	ST307	United Kingdom	Europe
KlebAMRnet	SAMN12774393	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774394	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774395	ST478	United Kingdom	Europe
KlebAMRnet	SAMN12774396	ST13	United Kingdom	Europe
KlebAMRnet	SAMN12774397	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774398	ST512	United Kingdom	Europe
KlebAMRnet	SAMN12774399	ST556	United Kingdom	Europe
KlebAMRnet	SAMN12774400	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774402	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774404	ST5788	United Kingdom	Europe
KlebAMRnet	SAMN12774405	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774406	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774407	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774408	ST307	United Kingdom	Europe
KlebAMRnet	SAMN12774409	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774410	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774411	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774412	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774413	ST6514	United Kingdom	Europe
KlebAMRnet	SAMN12774414	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774415	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774416	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774417	ST512	United Kingdom	Europe
KlebAMRnet	SAMN12774418	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774419	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774420	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774421	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774422	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774423	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774424	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774425	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774426	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774427	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774428	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774429	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774430	ST461	United Kingdom	Europe
KlebAMRnet	SAMN12774433	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774434	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774435	ST36	United Kingdom	Europe
KlebAMRnet	SAMN12774436	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774437	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774438	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774439	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774440	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774441	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774442	ST492	United Kingdom	Europe
KlebAMRnet	SAMN12774444	ST147	United Kingdom	Europe
KlebAMRnet	SAMN12774445	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774446	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774447	ST200	United Kingdom	Europe
KlebAMRnet	SAMN12774448	ST17	United Kingdom	Europe
KlebAMRnet	SAMN12774449	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774450	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774452	ST483	United Kingdom	Europe
KlebAMRnet	SAMN12774453	ST37	United Kingdom	Europe
KlebAMRnet	SAMN12774454	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774455	ST1138	United Kingdom	Europe
KlebAMRnet	SAMN12774458	ST258	United Kingdom	Europe
KlebAMRnet	SAMN12774459	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774460	ST186	United Kingdom	Europe
KlebAMRnet	SAMN12774461	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774462	ST107	United Kingdom	Europe
KlebAMRnet	SAMN12774463	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774464	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774465	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774466	ST48	United Kingdom	Europe
KlebAMRnet	SAMN12774467	ST252	United Kingdom	Europe
KlebAMRnet	SAMN12774468	ST883	United Kingdom	Europe
KlebAMRnet	SAMN12774469	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774470	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774471	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774473	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774474	ST588	United Kingdom	Europe
KlebAMRnet	SAMN12774476	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774477	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774478	ST22	United Kingdom	Europe
KlebAMRnet	SAMN12774479	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774480	ST321	United Kingdom	Europe
KlebAMRnet	SAMN12774481	ST2938	United Kingdom	Europe
KlebAMRnet	SAMN12774482	ST512	United Kingdom	Europe
KlebAMRnet	SAMN12774483	ST54	United Kingdom	Europe
KlebAMRnet	SAMN12774484	ST14	United Kingdom	Europe
KlebAMRnet	SAMN12774485	ST12	United Kingdom	Europe
KlebAMRnet	SAMN12774486	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774489	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774490	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774491	ST1162	United Kingdom	Europe
KlebAMRnet	SAMN12774492	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774493	ST25	United Kingdom	Europe
KlebAMRnet	SAMN12774494	ST11	United Kingdom	Europe
KlebAMRnet	SAMN12774495	ST1828	United Kingdom	Europe
KlebAMRnet	SAMN12774496	ST491	United Kingdom	Europe
KlebAMRnet	SAMN12774497	ST34	United Kingdom	Europe
KlebAMRnet	SAMN12774500	ST556	United Kingdom	Europe
KlebAMRnet	SAMN12774501	ST258	United Kingdom	Europe
