query	target	evalue	pident	bitscore	qlen	qstart	qend	slen	sstart	send	qcov	scov	query-target	coverage	coverage_interval	pident_interval	interaction
104_YP_009153202_1_KL64	133_PC1103_KL14	7.88e-70	26.976	244.0	996.0	230.0	996.0	872.0	113.0	870.0	0.77	0.87	104_YP_009153202_1_KL64-133_PC1103_KL14	77.0	medium (50-80)		A
105_QOV05454_1_KL64	106_YP_009797016_1_KL64	0.0	99.017	2063.0	1017.0	1.0	1017.0	1017.0	1.0	1017.0	1.0	1.0	105_QOV05454_1_KL64-106_YP_009797016_1_KL64	100.0	high (80-100)		A
105_QOV05454_1_KL64	141_PC1375_KL64	0.0	48.755	740.0	1017.0	254.0	1015.0	1050.0	290.0	1049.0	0.75	0.72	105_QOV05454_1_KL64-141_PC1375_KL64	72.0	medium (50-80)		A
105_QOV05454_1_KL64	133_PC1103_KL14	8.06e-73	29.806	253.0	1017.0	188.0	943.0	872.0	63.0	805.0	0.74	0.85	105_QOV05454_1_KL64-133_PC1103_KL14	74.0	medium (50-80)		A
106_YP_009797016_1_KL64	141_PC1375_KL64	0.0	48.886	743.0	1017.0	254.0	1015.0	1050.0	290.0	1049.0	0.75	0.72	106_YP_009797016_1_KL64-141_PC1375_KL64	72.0	medium (50-80)		A
106_YP_009797016_1_KL64	133_PC1103_KL14	1.79e-72	29.677	251.0	1017.0	188.0	943.0	872.0	63.0	805.0	0.74	0.85	106_YP_009797016_1_KL64-133_PC1103_KL14	74.0	medium (50-80)		A
107_AXE28435_1_KN1	108_BBF66844_1_KN1	0.0	95.854	1610.0	820.0	1.0	820.0	820.0	2.0	820.0	1.0	1.0	107_AXE28435_1_KN1-108_BBF66844_1_KN1	100.0	high (80-100)		A
107_AXE28435_1_KN1	111_YP_009153195_1_KN4	4.18e-93	33.113	302.0	820.0	229.0	806.0	736.0	138.0	721.0	0.7	0.79	107_AXE28435_1_KN1-111_YP_009153195_1_KN4	70.0	medium (50-80)		A
108_BBF66844_1_KN1	111_YP_009153195_1_KN4	1.8e-91	32.441	298.0	820.0	230.0	806.0	736.0	138.0	721.0	0.7	0.79	108_BBF66844_1_KN1-111_YP_009153195_1_KN4	70.0	medium (50-80)		A
109_BAN78446_1_KN2	126_PC0854_KL38	3.05e-178	35.22	554.0	1245.0	181.0	1243.0	1258.0	165.0	1250.0	0.85	0.86	109_BAN78446_1_KN2-126_PC0854_KL38	85.0	high (80-100)		A
114_UFK09522_1_KN8	115_UZN24616_1_KN8	0.0	56.419	659.0	590.0	1.0	590.0	592.0	1.0	592.0	1.0	1.0	114_UFK09522_1_KN8-115_UZN24616_1_KN8	100.0	high (80-100)		A
120_PC0449_KL3	137_PC1397_KL24	4.3099999999999996e-95	33.863	305.0	736.0	125.0	736.0	707.0	102.0	707.0	0.83	0.86	120_PC0449_KL3-137_PC1397_KL24	83.0	high (80-100)		A
120_PC0449_KL3	136_PC0406_KL24	5.02e-92	35.596	299.0	736.0	151.0	736.0	803.0	221.0	803.0	0.8	0.73	120_PC0449_KL3-136_PC0406_KL24	73.0	medium (50-80)		A
120_PC0449_KL3	125_PC0279_KL28	1.7100000000000002e-88	34.021	286.0	736.0	1.0	660.0	698.0	1.0	633.0	0.9	0.91	120_PC0449_KL3-125_PC0279_KL28	90.0	high (80-100)		A
122_PC0844_KL10	132_PC0551_KL7	0.0	43.316	652.0	929.0	4.0	928.0	927.0	12.0	926.0	1.0	0.99	122_PC0844_KL10-132_PC0551_KL7	99.0	high (80-100)		A
124_PC1605_KL25	131_PC0692_KL111	0.0	72.408	849.0	803.0	205.0	803.0	634.0	12.0	634.0	0.75	0.98	124_PC1605_KL25-131_PC0692_KL111	75.0	medium (50-80)		A
124_PC1605_KL25	138_PC0538_KL25	1.47e-73	35.048	244.0	803.0	276.0	794.0	574.0	51.0	565.0	0.65	0.9	124_PC1605_KL25-138_PC0538_KL25	65.0	medium (50-80)		A
124_PC1605_KL25	135_PC1712_KL22	1.69e-58	32.959	204.0	803.0	284.0	796.0	603.0	79.0	597.0	0.64	0.86	124_PC1605_KL25-135_PC1712_KL22	64.0	medium (50-80)		A
125_PC0279_KL28	137_PC1397_KL24	6.980000000000001e-27	24.132	109.0	698.0	140.0	697.0	707.0	121.0	707.0	0.8	0.83	125_PC0279_KL28-137_PC1397_KL24	80.0	high (80-100)		A
125_PC0279_KL28	136_PC0406_KL24	3.75e-25	26.16	104.0	698.0	136.0	639.0	803.0	217.0	724.0	0.72	0.63	125_PC0279_KL28-136_PC0406_KL24	63.0	medium (50-80)		A
127_PC0871_KL60	130_PC0772_KL64	1.63e-33	25.467	130.0	652.0	2.0	558.0	880.0	219.0	780.0	0.85	0.64	127_PC0871_KL60-130_PC0772_KL64	64.0	medium (50-80)		A
131_PC0692_KL111	138_PC0538_KL25	1.78e-78	36.632	254.0	634.0	155.0	625.0	574.0	102.0	565.0	0.74	0.81	131_PC0692_KL111-138_PC0538_KL25	74.0	medium (50-80)		A
131_PC0692_KL111	135_PC1712_KL22	1.55e-68	33.895	228.0	634.0	113.0	627.0	603.0	79.0	597.0	0.81	0.86	131_PC0692_KL111-135_PC1712_KL22	81.0	high (80-100)		A
133_PC1103_KL14	141_PC1375_KL64	8.210000000000001e-70	28.88	244.0	872.0	128.0	870.0	1050.0	291.0	1050.0	0.85	0.72	133_PC1103_KL14-141_PC1375_KL64	72.0	medium (50-80)		A
135_PC1712_KL22	138_PC0538_KL25	8.68e-99	37.262	306.0	603.0	82.0	602.0	574.0	62.0	572.0	0.86	0.89	135_PC1712_KL22-138_PC0538_KL25	86.0	high (80-100)		A
136_PC0406_KL24	137_PC1397_KL24	2.34e-140	42.373	425.0	803.0	229.0	803.0	707.0	129.0	707.0	0.72	0.82	136_PC0406_KL24-137_PC1397_KL24	72.0	medium (50-80)		A
143_PC0959_KL127	144_PC0692_KL127	0.0	72.558	926.0	665.0	28.0	665.0	813.0	113.0	743.0	0.96	0.78	143_PC0959_KL127-144_PC0692_KL127	78.0	medium (50-80)		A
143_PC0959_KL127	145_PC1803_KL127	0.0	74.128	530.0	665.0	67.0	407.0	466.0	123.0	466.0	0.51	0.74	143_PC0959_KL127-145_PC1803_KL127	51.0	medium (50-80)		A
1_434_33_KL52	1_434_33_KL52															high (80-100)	A
13_1663_69_HOST_KL12	13_1663_69_HOST_KL12															high (80-100)	A
14_409_46_HOST_KL153	14_409_46_HOST_KL153															high (80-100)	A
15_1538_54_HOST_KL140	15_1538_54_HOST_KL140															high (80-100)	A
16_1815_56_HOST_KL4	16_1815_56_HOST_KL4															high (80-100)	A
17_1664_74_HOST_KL12	17_1664_74_HOST_KL12															high (80-100)	A
33_706_38_HOST_KL2	33_706_38_HOST_KL2															high (80-100)	A
34_848_71_HOST_KL63	34_848_71_HOST_KL63															high (80-100)	A
35_1096_14_HOST_KL64	35_1096_14_HOST_KL64															high (80-100)	A
38_851_60_HOST_KL63	38_851_60_HOST_KL63															high (80-100)	A
48_1231_45_HOST_KL169	48_1231_45_HOST_KL169															high (80-100)	A
59_174_38_HOST_KL55	59_174_38_HOST_KL55															high (80-100)	A
60_164_08_HOST_KL2	60_164_08_HOST_KL2															high (80-100)	A
64_UFK26377_1_KL1	64_UFK26377_1_KL1															high (80-100)	A
78_APZ82847_1_KL8	78_APZ82847_1_KL8															high (80-100)	A
80_UCR74085_1_KL20	80_UCR74085_1_KL20															high (80-100)	A
81_UVD31996_1_KL20	81_UVD31996_1_KL20															high (80-100)	A
96_YP_007007686_1_KL54	96_YP_007007686_1_KL54															high (80-100)	A
112_BBF66888_1_KN4	112_BBF66888_1_KN4															high (80-100)	A
113_YP_009153198_1_KN5	113_YP_009153198_1_KN5															high (80-100)	A
117_REC_009_PROTEIN_7_KL19	117_REC_009_PROTEIN_7_KL19															high (80-100)	A
119_REC_028_PROTEIN_295_KL51	119_REC_028_PROTEIN_295_KL51															high (80-100)	A
134_PC1771_KL15	134_PC1771_KL15															high (80-100)	A
140_PC1728_KL47	140_PC1728_KL47															high (80-100)	A
